address,bedrooms,full_bathrooms,half_bathrooms,type,size_sqft,lot_size,price,GEOCODE,zip,distance,pps,lon,lat
7687 ALMOND BLOSSOM CT LAS VEGAS NV 89113,3.0,2.0,1.0,Single Family Home,1580.0,5662.0,189900.0,"-115.25829,36.080853",89113,5.320114361389232,120.18987341772151,-115.25829,36.080853
555 E SILVERADO RANCH BLVD UNIT 2003 LAS VEGAS NV 89183,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,960.0,NaN,99900.0,"-115.15125,36.013237",89183,7.095354230605611,104.0625,-115.15125,36.013237
5418 FAWN CHASE WAY LAS VEGAS NV 89135,4.0,2.0,1.0,Single Family Home,2365.0,4356.0,354900.0,"-115.31844,36.089928",89135,8.32437606666598,150.06342494714588,-115.31844,36.089928
710 DIKE LN LAS VEGAS NV 89106,3.0,1.0,0.0,Single Family Home,972.0,8276.0,8e4,"-115.1736,36.178032",89106,4.370584048470801,82.3045267489712,-115.1736,36.178032
9361 SPARKLING WATERS AVE LAS VEGAS NV 89129,5.0,3.0,0.0,Single Family Home,2328.0,4791.0,279e3,"-115.29989,36.229073",89129,10.616516529791975,119.84536082474227,-115.29989,36.229073
2648 HERITAGE CIR LAS VEGAS NV 89121,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1348.0,3484.0,61e3,"-115.10409,36.141666",89121,4.271782931592972,45.25222551928783,-115.10409,36.141666
8860 W LA MANCHA AVE LAS VEGAS NV 89149,6.0,5.0,0.0,Single Family Home,3713.0,45738.0,749e3,"-115.28978,36.26453",89149,12.22838882059234,201.7236735793159,-115.28978,36.26453
2523 SIERRA SAGE ST LAS VEGAS NV 89134,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1105.0,2613.0,162e3,"-115.33535,36.20661",89134,11.08096980453843,146.60633484162895,-115.33535,36.20661
3017 PALACE GATE CT LAS VEGAS NV 89117,4.0,3.0,0.0,Single Family Home,2989.0,6969.0,359999.0,"-115.263626,36.134457",89117,5.26007580814583,120.44128471060556,-115.263626,36.134457
3388 SADDLEBROOK ST LAS VEGAS NV 89141,2.0,2.0,1.0,Single Family Home,2189.0,7840.0,439900.0,"-115.1862,35.974518",89141,9.690460664644448,200.9593421653723,-115.1862,35.974518
3603 DI SALVO DR UNIT 147 LAS VEGAS NV 89103,1.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,585.0,NaN,5e4,"-115.19302,36.123913",89103,1.2983274856673208,85.47008547008546,-115.19302,36.123913
3111 BEL AIR DR UNIT: 10D LAS VEGAS NV 89109,1.0,1.0,1.0,Condo/Townhome/Row Home/Co-Op,1534.0,NaN,157888.0,"-115.14084,36.13276",89109,2.181539065414414,102.92568448500651,-115.14084,36.13276
3163 CHIMAYO LN LAS VEGAS NV 89122,2.0,2.0,0.0,Mfd/Mobile Home,1440.0,4791.0,84900.0,"-115.054375,36.13218",89122,6.734711862561953,58.958333333333336,-115.054375,36.13218
3610 RAWHIDE CT LAS VEGAS NV 89120,3.0,2.0,0.0,Single Family Home,1724.0,8276.0,175e3,"-115.09617,36.090374",89120,4.603494577678594,101.50812064965197,-115.09617,36.090374
2310 EL CERRITO CIR LAS VEGAS NV 89108,3.0,2.0,0.0,Single Family Home,1306.0,3049.0,11e4,"-115.230064,36.20196",89108,6.818230858294956,84.22664624808576,-115.230064,36.20196
11356 MERADO PEAK DR LAS VEGAS NV 89135,4.0,2.0,1.0,Single Family Home,2704.0,3920.0,435e3,"-115.34052,36.147743",89135,9.653638423013968,160.87278106508876,-115.34052,36.147743
8408 WHITE EAGLE AVE UNIT 203 LAS VEGAS NV 89145,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1108.0,2831.0,98500.0,"-115.276146,36.164654",89145,6.729309383792779,88.89891696750902,-115.276146,36.164654
6383 BLUE TWILIGHT CT LAS VEGAS NV 89108,3.0,2.0,1.0,Single Family Home,1924.0,2613.0,188800.0,"-115.23262,36.194836",89108,6.461559492925666,98.12889812889813,-115.23262,36.194836
3540 PONZA CT LAS VEGAS NV 89141,4.0,3.0,0.0,Single Family Home,2235.0,5662.0,21e4,"-115.187,35.991867",89141,8.502452193843844,93.95973154362416,-115.187,35.991867
5440 SAN FLORENTINE AVE LAS VEGAS NV 89141,6.0,5.0,1.0,Single Family Home,4882.0,10454.4,669900.0,"-115.21583,35.998066",89141,8.390874292399605,137.2183531339615,-115.21583,35.998066
9225 HARBOR STREAM AVE LAS VEGAS NV 89149,3.0,2.0,1.0,Single Family Home,1545.0,3484.0,17e4,"-115.29796,36.29965",89149,14.546872976483003,110.03236245954693,-115.29796,36.29965
2020 PLAN LAS VEGAS NV 89166,4.0,2.0,1.0,Single Family Home; Ready to build,2020.0,87120.0,247990.0,NA,89166,NA,122.76732673267327,NA,NA
9580 W RENO AVE UNIT 219 LAS VEGAS NV 89148,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,884.0,NaN,89500.0,"-115.301315,36.096333",89148,7.299602781126123,101.24434389140272,-115.301315,36.096333
3675 W TORINO AVE LAS VEGAS NV 89139,4.0,4.0,1.0,Single Family Home,5530.0,49658.4,685e3,"-115.18883,36.030262",89139,5.886715557594657,123.86980108499095,-115.18883,36.030262
7844 RUNNING DOE CT LAS VEGAS NV 89149,3.0,3.0,0.0,Single Family Home,1572.0,2613.0,128e3,"-115.30772,36.30435",89149,15.096535909777787,81.42493638676845,-115.30772,36.30435
3823 S MARYLAND PW UNIT 4 LAS VEGAS NV 89119,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,892.0,NaN,39e3,"-115.13756,36.119545",89119,2.001012264510774,43.7219730941704,-115.13756,36.119545
32 SAHALEE DR LAS VEGAS NV 89148,5.0,3.0,1.0,Single Family Home,3494.0,6098.0,519500.0,"-115.28879,36.048084",89148,7.949325830992165,148.68345735546652,-115.28879,36.048084
2777 PARADISE RD UNIT 3501 LAS VEGAS NV 89109,3.0,3.0,0.0,Condo/Townhome/Row Home/Co-Op,2805.0,NaN,1195e3,"-115.1548,36.138577",89109,1.9333964642496804,426.0249554367201,-115.1548,36.138577
7116 PLUSHSTONE ST LAS VEGAS NV 89148,3.0,2.0,1.0,Single Family Home,1476.0,3484.0,175e3,"-115.29557,36.058804",89148,7.875125108603602,118.56368563685636,-115.29557,36.058804
193 GREENBRIAR TOWNHOUSE WAY LAS VEGAS NV 89121,1.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,660.0,1742.0,49900.0,"-115.09183,36.133316",89121,4.709478667205425,75.60606060606061,-115.09183,36.133316
2681 COPPER COVE DR LAS VEGAS NV 89074,4.0,3.0,0.0,Single Family Home,2178.0,6969.0,186e3,"-115.11303,36.02549",89074,6.999005362995212,85.39944903581267,-115.11303,36.02549
4135 MISSISSIPPI AVE # 101 LAS VEGAS NV 89103,2.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1168.0,435.0,119900.0,"-115.19502,36.121277",89103,1.3235955607109378,102.6541095890411,-115.19502,36.121277
804 LACY LN LAS VEGAS NV 89107,5.0,4.0,2.0,Single Family Home,4789.0,23086.8,521e3,"-115.18701,36.162373",89107,3.385091796336665,108.7909793276258,-115.18701,36.162373
5966 SIERRA MEDINA AVE LAS VEGAS NV 89139,4.0,3.0,0.0,Single Family Home,1903.0,5227.0,235e3,"-115.22352,36.020107",89139,7.109368480229443,123.4892275354703,-115.22352,36.020107
5344 DONORA AVE LAS VEGAS NV 89141,4.0,3.0,1.0,Single Family Home,3976.0,8712.0,498e3,"-115.214226,35.99095",89141,8.838025373429954,125.25150905432595,-115.214226,35.99095
6133 TOKARA AVE LAS VEGAS NV 89122,3.0,2.0,0.0,Single Family Home,1234.0,4356.0,159900.0,"-115.039856,36.127804",89122,7.492807170415476,129.57860615883305,-115.039856,36.127804
5453 ORANGE DAWN ST LAS VEGAS NV 89122,3.0,2.0,1.0,Single Family Home,1319.0,1742.0,12e4,"-115.05854,36.09039",89122,6.609125020231753,90.97801364670205,-115.05854,36.09039
8600 W CHARLESTON BL UNIT: 2192 LAS VEGAS NV 89117,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,998.0,NaN,88250.0,"-115.280525,36.15912",89117,6.759510672672486,88.42685370741484,-115.280525,36.15912
207 PECOS WAY LAS VEGAS NV 89121,1.0,1.0,1.0,Condo/Townhome/Row Home/Co-Op,1320.0,1742.0,37500.0,"-115.09967,36.134174",89121,4.307408211495713,28.40909090909091,-115.09967,36.134174
4381 W FLAMINGO RD # 2019 LAS VEGAS NV 89103,1.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,615.0,NaN,169900.0,"-115.1988,36.115616",89103,1.455175444091618,276.260162601626,-115.1988,36.115616
4819 S TORREY PINES DR UNIT: 105 LAS VEGAS NV 89103,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,884.0,NaN,83e3,"-115.234024,36.102036",89103,3.5331344466108856,93.89140271493213,-115.234024,36.102036
1804 N DECATUR BLVD UNIT 204 LAS VEGAS NV 89108,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,945.0,NaN,63e3,"-115.206,36.193306",89108,5.732117890084528,66.66666666666667,-115.206,36.193306
6771 QUINELLA DR LAS VEGAS NV 89103,4.0,3.0,0.0,Single Family Home,2266.0,6969.0,254900.0,"-115.239365,36.10111",89103,3.838515933987417,112.48896734333627,-115.239365,36.10111
8992 CASALVIERI ST LAS VEGAS NV 89113,3.0,2.0,1.0,Single Family Home,2973.0,18295.2,499999.0,"-115.25747,36.02459",89113,7.81073071352022,168.17995290951902,-115.25747,36.02459
585 S ROYAL CREST CIR UNIT 13 LAS VEGAS NV 89169,2.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,816.0,NaN,78900.0,NA,89169,NA,96.69117647058823,NA,NA
6835 HINSON ST LAS VEGAS NV 89118,4.0,3.0,0.0,Single Family Home,2647.0,23086.8,29e4,"-115.1947,36.0653",89118,3.6159937736958865,109.5579901775595,-115.1947,36.0653
6305 MIRALOMA ST LAS VEGAS NV 89108,3.0,2.0,0.0,Single Family Home,1408.0,7840.0,154990.0,"-115.23118,36.208294",89108,7.234625368397936,110.078125,-115.23118,36.208294
4857 E CLEVELAND AVE LAS VEGAS NV 89104,3.0,2.0,0.0,Single Family Home,1437.0,7840.0,12e4,"-115.068665,36.14638",89104,6.222791305488931,83.50730688935282,-115.068665,36.14638
4200 S VALLEY VIEW BL UNIT: 2073 LAS VEGAS NV 89103,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,902.0,NaN,55500.0,"-115.19,36.113045",89103,0.9676666939212857,61.529933481152995,-115.19,36.113045
3309 SONTERRA CIR LAS VEGAS NV 89117,2.0,2.0,0.0,Single Family Home,1268.0,3920.0,14e4,"-115.279594,36.130413",89117,6.071104628770759,110.41009463722398,-115.279594,36.130413
2518 DENHOLME ST HENDERSON NV 89044,3.0,2.0,1.0,Single Family Home,2090.0,4791.0,278e3,"-115.11115,35.93418",89044,12.913041210843765,133.01435406698565,-115.11115,35.93418
10548 MEADOW MIST AVE LAS VEGAS NV 89135,4.0,4.0,0.0,Single Family Home,3128.0,8712.0,449750.0,"-115.32346,36.138622",89135,8.586957290498166,143.7819693094629,-115.32346,36.138622
8329 SQUAW VALLEY AVE LAS VEGAS NV 89128,3.0,2.0,0.0,Single Family Home,2036.0,6098.0,269e3,"-115.275566,36.203205",89128,8.383825396837791,132.12180746561887,-115.275566,36.203205
5168 GREENE LN APT C LAS VEGAS NV 89119,3.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1370.0,NaN,62900.0,"-115.13912,36.095936",89119,2.2844110348229334,45.91240875912409,-115.13912,36.095936
8716 CASTLE RIDGE AVE LAS VEGAS NV 89129,3.0,2.0,0.0,Single Family Home,2604.0,7840.0,348500.0,"-115.28478,36.231674",89129,10.211923136912295,133.83256528417817,-115.28478,36.231674
8104 VIA DEL CERRO CT LAS VEGAS NV 89117,3.0,3.0,1.0,Single Family Home,4541.0,18295.2,450700.0,"-115.26831,36.15005",89117,5.872489810098878,99.2512662409161,-115.26831,36.15005
3150 SOFT BREEZES DR APT 2037 LAS VEGAS NV 89128,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,981.0,NaN,74900.0,"-115.26505,36.216927",89128,8.736300716196888,76.3506625891947,-115.26505,36.216927
6418 BURNS ALLEN AVE UNIT 101 LAS VEGAS NV 89122,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1218.0,1306.0,105e3,"-115.03315,36.13676",89122,7.95976404293574,86.20689655172414,-115.03315,36.13676
5248 ARCADIA CT LAS VEGAS NV 89118,4.0,3.0,0.0,Single Family Home,2208.0,7840.0,259e3,"-115.23027,36.09317",89118,3.5392729798397204,117.30072463768116,-115.23027,36.09317
47 CASCADE CREEK LN LAS VEGAS NV 89113,4.0,4.0,2.0,Single Family Home,5955.0,13503.6,125e4,"-115.26868,36.099537",89113,5.4637503085649755,209.90764063811923,-115.26868,36.099537
3647 WILD SPRINGS ST LAS VEGAS NV 89129,2.0,2.0,1.0,Single Family Home,1141.0,2178.0,149990.0,"-115.32309,36.226418",89129,11.400290960367757,131.45486415425066,-115.32309,36.226418
1400 LUCACCINI LN LAS VEGAS NV 89117,4.0,3.0,0.0,Single Family Home,2172.0,8712.0,259900.0,"-115.28643,36.15676",89117,6.986323251077052,119.65930018416206,-115.28643,36.15676
8101 OBANNON DR LAS VEGAS NV 89117,5.0,4.0,4.0,Single Family Home,16462.0,94960.8,685e4,"-115.2682,36.147617",89117,5.799180474841948,416.1098286963917,-115.2682,36.147617
2470 OLD FORGE LN UNIT: 59 LAS VEGAS NV 89121,2.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,980.0,1001.0,67900.0,"-115.11714,36.14177",89121,3.632587553677452,69.28571428571429,-115.11714,36.14177
2020 BAVINGTON DR UNIT: B LAS VEGAS NV 89108,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,900.0,NaN,47e3,"-115.23744,36.197315",89108,6.748759212601734,52.22222222222222,-115.23744,36.197315
7084 BURCOT AVE APT 28 LAS VEGAS NV 89156,2.0,1.0,1.0,Condo/Townhome/Row Home/Co-Op,1080.0,435.0,48e3,"-115.017845,36.19856",89156,10.419129751691841,44.44444444444444,-115.017845,36.19856
860 RIBBON GRASS AVE LAS VEGAS NV 89183,4.0,2.0,1.0,Single Family Home,1741.0,4399.0,119900.0,"-115.14439,36.00596",89183,7.660727541722816,68.86846639862148,-115.14439,36.00596
6090 SONOMA STATION AVE LAS VEGAS NV 89139,3.0,2.0,1.0,Single Family Home,1455.0,5227.0,209500.0,"-115.225174,36.01548",89139,7.438978245202597,143.98625429553263,-115.225174,36.01548
1780 SWEET PEA AVE LAS VEGAS NV 89183,5.0,3.0,0.0,Single Family Home,3246.0,7405.0,379800.0,"-115.12801,36.01205",89183,7.505266626069156,117.00554528650648,-115.12801,36.01205
1860 SOLVANG MILL DR LAS VEGAS NV 89135,3.0,2.0,1.0,Single Family Home,1749.0,3049.0,33e4,"-115.338326,36.152664",89135,9.621015830809803,188.67924528301887,-115.338326,36.152664
6844 NICKEL MINE AVE LAS VEGAS NV 89122,3.0,2.0,1.0,Single Family Home,1416.0,2613.0,144900.0,"-115.0236,36.088432",89122,8.542504750776958,102.33050847457628,-115.0236,36.088432
434 MOUNTAIN ESTATES DR LAS VEGAS NV 89110,3.0,3.0,1.0,Single Family Home,2936.0,16988.4,299e3,"-115.0298,36.16779",89110,8.797564357680972,101.83923705722071,-115.0298,36.16779
1509 LINNBAKER LN UNIT 203 LAS VEGAS NV 89110,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1047.0,NaN,62e3,"-115.08406,36.186554",89110,7.01523479600799,59.21680993314231,-115.08406,36.186554
7912 IVY RUN ST LAS VEGAS NV 89149,3.0,2.0,1.0,Single Family Home,1614.0,2613.0,178e3,"-115.30174,36.305317",89149,14.990916186054381,110.28500619578686,-115.30174,36.305317
2777 PARADISE RD UNIT 1402 LAS VEGAS NV 89109,3.0,3.0,0.0,Condo/Townhome/Row Home/Co-Op,2805.0,NaN,105e4,"-115.1548,36.138577",89109,1.9333964642496804,374.331550802139,-115.1548,36.138577
5215 HIBBETTS DR LAS VEGAS NV 89103,3.0,2.0,0.0,Single Family Home,1640.0,7840.0,205900.0,"-115.21264,36.121857",89103,2.2826133667645623,125.54878048780488,-115.21264,36.121857
6550 LAREDO ST LAS VEGAS NV 89146,4.0,4.0,0.0,Single Family Home,3984.0,27007.2,529e3,"-115.235016,36.142235",89146,3.9651691833624265,132.78112449799198,-115.235016,36.142235
BAILEY LAS VEGAS NV 89122,3.0,2.0,1.0,Single Family Home; Ready to build,1526.0,87120.0,193990.0,NA,89122,NA,127.12319790301441,NA,NA
3102 COMITAN LN LAS VEGAS NV 89122,3.0,2.0,0.0,Mfd/Mobile Home,1152.0,4791.0,64e3,"-115.0529,36.13307",89122,6.827009860136001,55.55555555555556,-115.0529,36.13307
3338 AYITA CIR LAS VEGAS NV 89169,3.0,2.0,0.0,Single Family Home,1623.0,13939.2,146e3,"-115.12394,36.129597",89169,2.9219339973499188,89.95686999383857,-115.12394,36.129597
6613 ROY ROGERS DR LAS VEGAS NV 89108,3.0,2.0,0.0,Single Family Home,1253.0,6969.0,73e3,"-115.23835,36.23503",89108,9.072821989467478,58.26017557861133,-115.23835,36.23503
2513 STARLIGHT VALLEY ST HENDERSON NV 89044,2.0,2.0,0.0,Single Family Home,1142.0,4356.0,229e3,"-115.09444,35.936977",89044,13.012487645610122,200.52539404553414,-115.09444,35.936977
CIELO PLAN 4530 LAS VEGAS NV 89135,4.0,2.0,0.0,Single Family Home; Ready to build,2808.0,43560.0,405990.0,NA,89135,NA,144.58333333333334,NA,NA
10997 INVERLOCHY CT LAS VEGAS NV 89141,5.0,3.0,0.0,Single Family Home,5120.0,8276.0,637500.0,"-115.19772,35.990643",89141,8.662626231063111,124.51171875,-115.19772,35.990643
7241 PAINTED SHADOWS WAY LAS VEGAS NV 89149,2.0,2.0,1.0,Single Family Home,1570.0,3920.0,185e3,"-115.25246,36.256237",89149,10.729577345384964,117.8343949044586,-115.25246,36.256237
1617 EAST LN LAS VEGAS NV 89108,3.0,2.0,0.0,Single Family Home,2464.0,18730.8,269900.0,"-115.18798,36.190384",89108,5.290413484041359,109.53733766233766,-115.18798,36.190384
2300 PLAZA DEL GRANDE LAS VEGAS NV 89102,3.0,2.0,1.0,Single Family Home,2525.0,5662.0,595e3,"-115.18478,36.147186",89102,2.3412446369064663,235.64356435643563,-115.18478,36.147186
453 N LAMB BLVD # 102 LAS VEGAS NV 89110,1.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,599.0,435.0,29900.0,"-115.08049,36.1686",89110,6.363840609721242,49.91652754590985,-115.08049,36.1686
60 BELLE RIDGE AVE LAS VEGAS NV 89123,3.0,2.0,1.0,Single Family Home,1428.0,1742.0,165e3,"-115.16949,36.014656",89123,6.896571396414186,115.54621848739495,-115.16949,36.014656
200 W SAHARA AVE UNIT 3102 LAS VEGAS NV 89102,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1295.0,NaN,349888.0,"-115.15968,36.14379",89102,2.139542953019473,270.1837837837838,-115.15968,36.14379
2934 EL SALTO LN LAS VEGAS NV 89122,2.0,2.0,0.0,Mfd/Mobile Home,1200.0,5662.0,4e4,"-115.05587,36.136467",89122,6.7122982685328765,33.333333333333336,-115.05587,36.136467
4525 DEAN MARTIN DR UNIT 2400 LAS VEGAS NV 89103,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,3414.0,NaN,265e4,NA,89103,NA,776.215582893966,NA,NA
1110 ASPEN BREEZE AVE LAS VEGAS NV 89123,5.0,3.0,0.0,Single Family Home,2982.0,6969.0,344900.0,"-115.13917,36.021095",89123,6.719457488155292,115.66063044936284,-115.13917,36.021095
7020 THISTLE RIDGE ST LAS VEGAS NV 89166,4.0,3.0,0.0,Single Family Home,1850.0,4356.0,268169.0,"-115.32016,36.28959",89166,14.604566723131452,144.9562162162162,-115.32016,36.28959
3908 LAZY PINE ST UNIT 101 LAS VEGAS NV 89108,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1205.0,NaN,74e3,"-115.228,36.230446",89108,8.559514156393709,61.41078838174274,-115.228,36.230446
1212 OBSERVATION DR APT 201 LAS VEGAS NV 89128,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,912.0,1001.0,12e4,"-115.261505,36.184757",89128,6.9255806547748975,131.57894736842104,-115.261505,36.184757
9000 LAS VEGAS BLVD S UNIT 1249 LAS VEGAS NV 89123,3.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1366.0,NaN,138e3,"-115.17233,36.02644",89123,6.081647510815732,101.02489019033675,-115.17233,36.02644
332 BELLA CALABRIA AVE LAS VEGAS NV 89183,3.0,2.0,1.0,Single Family Home,2317.0,4356.0,249900.0,"-115.1578,35.98006",89183,9.317349365377991,107.85498489425981,-115.1578,35.98006
3925 LAUREL BROOK DR LAS VEGAS NV 89147,4.0,3.0,0.0,Single Family Home,1864.0,9583.0,135e3,"-115.25519,36.117523",89147,4.6125072602813635,72.42489270386267,-115.25519,36.117523
3204 TWINING AVE LAS VEGAS NV 89030,5.0,2.0,0.0,Single Family Home,1953.0,4791.0,84e3,"-115.10499,36.19819",89030,6.896587836536146,43.01075268817204,-115.10499,36.19819
2041 HUSSIUM HILLS ST UNIT 101 LAS VEGAS NV 89108,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,969.0,NaN,8e4,"-115.1954,36.197",89108,5.816907259541765,82.5593395252838,-115.1954,36.197
4469 CASA BLANCA ST LAS VEGAS NV 89121,4.0,2.0,0.0,Single Family Home,2332.0,7405.0,143e3,"-115.076805,36.120277",89121,5.385053277922606,61.320754716981135,-115.076805,36.120277
8508 PORCH ROCKER ST LAS VEGAS NV 89143,4.0,2.0,1.0,Single Family Home,2048.0,4791.0,16e4,"-115.290344,36.31449",89143,15.263805700128453,78.125,-115.290344,36.31449
2110 LOS FELIZ ST UNIT 2083 LAS VEGAS NV 89156,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1146.0,NaN,59900.0,"-115.017365,36.196342",89156,10.357606176874468,52.268760907504365,-115.017365,36.196342
11618 SWEET NOKIA ST LAS VEGAS NV 89183,5.0,3.0,0.0,Single Family Home,2774.0,4356.0,32e4,"-115.15836,35.979313",89183,9.365881911116167,115.35688536409516,-115.15836,35.979313
8800 SAILPLANE AVE LAS VEGAS NV 89129,5.0,3.0,0.0,Single Family Home,3730.0,6534.0,348e3,"-115.28829,36.228638",89129,10.170812533265593,93.2975871313673,-115.28829,36.228638
6181 BULLION BLVD LAS VEGAS NV 89103,2.0,2.0,0.0,Single Family Home,1650.0,7405.0,145e3,"-115.22786,36.104828",89103,3.1530902471685636,87.87878787878788,-115.22786,36.104828
2474 LOTHIAN ST HENDERSON NV 89044,3.0,3.0,0.0,Single Family Home,2582.0,8276.0,375e3,"-115.1064,35.935734",89044,12.88409997109546,145.23625096824168,-115.1064,35.935734
1247 SILVER KNOLL AVE LAS VEGAS NV 89123,5.0,3.0,0.0,Single Family Home,2232.0,5662.0,24e4,"-115.13561,36.01659",89123,7.074254136449747,107.52688172043011,-115.13561,36.01659
3741 GLOW DR LAS VEGAS NV 89115,4.0,2.0,0.0,Single Family Home,1280.0,5662.0,75e3,"-115.09312,36.23432",89115,9.377271273848999,58.59375,-115.09312,36.23432
9037 VICTOR CREEK AVE LAS VEGAS NV 89149,3.0,2.0,1.0,Single Family Home,1830.0,3484.0,13e4,"-115.29272,36.278267",89149,13.121537790760188,71.03825136612022,-115.29272,36.278267
4317 HAVEN POINT AVE LAS VEGAS NV 89085,4.0,3.0,1.0,Single Family Home,2495.0,4791.0,235e3,"-115.199265,36.310658",89085,13.595424344885267,94.18837675350701,-115.199265,36.310658
9214 DORRELL LN LAS VEGAS NV 89149,5.0,3.0,0.0,Single Family Home,2383.0,5227.0,216e3,"-115.29755,36.28821",89149,13.849098231904922,90.64204783885859,-115.29755,36.28821
3721 COPPER CACTUS DR LAS VEGAS NV 89129,3.0,2.0,0.0,Single Family Home,1306.0,4791.0,159900.0,"-115.27505,36.229744",89129,9.779635540460557,122.43491577335375,-115.27505,36.229744
711 WOLF LAKE AVE LAS VEGAS NV 89032,3.0,2.0,0.0,Single Family Home,1539.0,6534.0,175e3,"-115.1512,36.23305",89032,8.252750504391157,113.71020142949968,-115.1512,36.23305
9343 BRONZE RIVER AVE LAS VEGAS NV 89149,5.0,3.0,1.0,Single Family Home,3546.0,6969.0,299e3,"-115.30028,36.292377",89149,14.174063716231,84.32036097010716,-115.30028,36.292377
10274 SOFFERTO AVE LAS VEGAS NV 89135,3.0,2.0,1.0,Single Family Home,2327.0,7840.0,55e4,"-115.317055,36.093285",89135,8.203673667797162,236.35582294800173,-115.317055,36.093285
4966 SECRET ROCK ST LAS VEGAS NV 89122,3.0,2.0,1.0,Single Family Home,1546.0,2613.0,149900.0,"-115.04072,36.09931",89122,7.465942189628344,96.95989650711513,-115.04072,36.09931
9896 CHIEF SKY ST LAS VEGAS NV 89178,3.0,2.0,0.0,Single Family Home,1755.0,4791.0,185e3,"-115.29061,36.008698",89178,9.840997507279031,105.41310541310541,-115.29061,36.008698
62 E SERENE AV UNIT: 102 LAS VEGAS NV 89123,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1279.0,NaN,219500.0,"-115.16951,36.02094",89123,6.463445016481991,171.61845191555904,-115.16951,36.02094
145 COLBATH ST LAS VEGAS NV 89110,4.0,2.0,1.0,Single Family Home,1623.0,4356.0,69900.0,"-115.05597,36.16195",89110,7.303560582584055,43.068391866913124,-115.05597,36.16195
212 STAR CLUSTER CIR LAS VEGAS NV 89145,3.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1534.0,1611.0,72e3,"-115.27084,36.176655",89145,6.951844745687807,46.9361147327249,-115.27084,36.176655
7015 N JENSEN ST LAS VEGAS NV 89149,7.0,5.0,1.0,Single Family Home,3555.0,45738.0,85e4,"-115.30812,36.288708",89149,14.184624342400546,239.0998593530239,-115.30812,36.288708
9580 W RENO AVE UNIT 120 LAS VEGAS NV 89148,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,884.0,NaN,5e4,"-115.301315,36.096333",89148,7.299602781126123,56.56108597285068,-115.301315,36.096333
9577 PIONEER AVE LAS VEGAS NV 89117,4.0,3.0,0.0,Single Family Home,1837.0,5662.0,245e3,"-115.30104,36.127975",89117,7.231380400113616,133.36962438758846,-115.30104,36.127975
3164 HEBARD DR LAS VEGAS NV 89121,4.0,2.0,0.0,Single Family Home,2222.0,7405.0,179995.0,"-115.10614,36.13852",89121,4.076652981961831,81.00585058505851,-115.10614,36.13852
7055 THISTLE RIDGE ST LAS VEGAS NV 89166,4.0,2.0,1.0,Single Family Home,2450.0,5227.0,289502.0,NA,89166,NA,118.16408163265307,NA,NA
9117 BLUE RAVEN AVE LAS VEGAS NV 89143,4.0,3.0,0.0,Single Family Home,1954.0,3484.0,127e3,"-115.295,36.325466",89143,16.058960656339693,64.99488229273285,-115.295,36.325466
8101 W FLAMINGO RD UNIT: 1073 LAS VEGAS NV 89147,1.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,807.0,NaN,7e4,"-115.26791,36.114677",89147,5.319929878490727,86.74101610904584,-115.26791,36.114677
4828 ESTERO DR LAS VEGAS NV 89147,5.0,3.0,1.0,Single Family Home,2723.0,6969.0,328e3,"-115.27132,36.101612",89147,5.583943729708433,120.45538009548292,-115.27132,36.101612
